exp,attack,attack_key,method,f,seed,sigma_mode,sigma_dp,sigma_sel,sigma_rel,eps_certified,is_private,sampling,rounds,acc,accept_rate,wall_sec,status,error,source,timestamp
pC,SF,sf,FedVRDP-style,0.3,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.0911,1.0,53.5,ok,,run,2026-09-09T02:27:20
pC,SF,sf,Median,0.3,0,certified,1.0338019195458117,,,,False,poisson,180,0.1131,1.0,156.8,ok,,run,2026-09-09T02:29:56
pC,SF,sf,TrimmedMean,0.3,0,certified,1.0338019195458117,,,,False,poisson,180,0.1574,1.0,186.8,ok,,run,2026-09-09T02:33:03
pC,SF,sf,Krum,0.3,0,certified,1.0338019195458117,,,,False,poisson,180,0.3445,1.0,80.7,ok,,run,2026-09-09T02:34:24
pC,SF,sf,SparseFed-style,0.3,0,certified,1.0338019195458117,,,,False,poisson,180,0.165,1.0,109.8,ok,,run,2026-09-09T02:36:14
pC,SF,sf,AG-PTR,0.3,0,certified,1.0338019195458117,2.3116513673742034,1.1558256836871017,1.9999999999999976,True,poisson,180,0.3379,0.6888888888888889,90.4,ok,,run,2026-09-09T02:37:44
pC,SF,sf,DP-FedAvg,0.4,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1024,1.0,52.3,ok,,run,2026-09-09T02:38:37
pC,SF,sf,FedVRDP-style,0.4,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.098,1.0,46.0,ok,,run,2026-09-09T02:39:23
pC,SF,sf,Median,0.4,0,certified,1.0338019195458117,,,,False,poisson,180,0.1724,1.0,146.0,ok,,run,2026-09-09T02:41:49
pC,SF,sf,TrimmedMean,0.4,0,certified,1.0338019195458117,,,,False,poisson,180,0.1564,1.0,169.7,ok,,run,2026-09-09T02:44:38
pC,SF,sf,Krum,0.4,0,certified,1.0338019195458117,,,,False,poisson,180,0.3563,1.0,74.9,ok,,run,2026-09-09T02:45:53
pC,SF,sf,SparseFed-style,0.4,0,certified,1.0338019195458117,,,,False,poisson,180,0.147,1.0,102.3,ok,,run,2026-09-09T02:47:36
pC,SF,sf,AG-PTR,0.4,0,certified,1.0338019195458117,2.3116513673742034,1.1558256836871017,1.9999999999999976,True,poisson,180,0.2407,0.1666666666666666,80.6,ok,,run,2026-09-09T02:48:56
pC,SF,sf,DP-FedAvg,0.49,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1,1.0,46.6,ok,,run,2026-09-09T02:49:43
pC,SF,sf,FedVRDP-style,0.49,0,certified,1.0338019195458117,,,2.0,True,poisson,180,0.1,1.0,40.2,ok,,run,2026-09-09T02:50:23
pC,SF,sf,Median,0.49,0,certified,1.0338019195458117,,,,False,poisson,180,0.1539,1.0,125.3,ok,,run,2026-09-09T02:52:28
pC,SF,sf,TrimmedMean,0.49,0,certified,1.0338019195458117,,,,False,poisson,180,0.1539,1.0,145.1,ok,,run,2026-09-09T02:54:54
