attack_key,attack,method,f,acc_mean,acc_std,n_seeds,accept_mean,accept_std
minsum,MinSum,DP-FedAvg,0.49,0.26,0.0,1,1.0,
minsum,MinSum,DP-FedAvg,0.6,0.0991,0.0,1,1.0,
minsum,MinSum,DP-FedAvg+Public,0.0,0.7193,0.0,1,,
minsum,MinSum,DP-FedAvg+Public,0.1,0.6744,0.0,1,,
minsum,MinSum,DP-FedAvg+Public,0.2,0.61,0.0,1,,
minsum,MinSum,DP-FedAvg+Public,0.3,0.5771,0.0,1,,
minsum,MinSum,DP-FedAvg+Public,0.4,0.5558,0.0,1,,
minsum,MinSum,DP-FedAvg+Public,0.49,0.439,0.0,1,,
minsum,MinSum,DP-FedAvg+Public,0.6,0.3936,0.0,1,,
minsum,MinSum,FLTrust,0.0,0.7505,0.0,1,,
minsum,MinSum,FLTrust,0.1,0.7473,0.0,1,,
minsum,MinSum,FLTrust,0.2,0.7452,0.0,1,,
minsum,MinSum,FLTrust,0.3,0.7456,0.0,1,,
minsum,MinSum,FLTrust,0.4,0.7465,0.0,1,,
minsum,MinSum,FLTrust,0.49,0.7438,0.0,1,,
minsum,MinSum,FLTrust,0.6,0.7415,0.0,1,,
minsum,MinSum,FedVRDP,0.0,0.7739,0.0,1,1.0,
minsum,MinSum,FedVRDP,0.1,0.7134,0.0,1,1.0,
minsum,MinSum,FedVRDP,0.2,0.6648,0.0,1,1.0,
minsum,MinSum,FedVRDP,0.3,0.565,0.0,1,1.0,
minsum,MinSum,FedVRDP,0.4,0.4686,0.0,1,1.0,
minsum,MinSum,FedVRDP,0.49,0.5045,0.0,1,1.0,
minsum,MinSum,FedVRDP,0.6,0.4832,0.0,1,1.0,
minsum,MinSum,FedVRDP-10ep,0.0,0.835,0.0,1,1.0,
minsum,MinSum,FedVRDP-10ep,0.1,0.7778,0.0,1,1.0,
minsum,MinSum,FedVRDP-10ep,0.2,0.6932,0.0,1,1.0,
minsum,MinSum,FedVRDP-10ep,0.3,0.6329,0.0,1,1.0,
minsum,MinSum,FedVRDP-10ep,0.4,0.4456,0.0,1,1.0,
minsum,MinSum,FedVRDP-10ep,0.49,0.4221,0.0,1,1.0,
minsum,MinSum,FedVRDP-10ep,0.6,0.2739,0.0,1,1.0,
minsum,MinSum,FedVRDP-style,0.0,0.7542,0.0,1,1.0,
minsum,MinSum,FedVRDP-style,0.1,0.7012,0.0,1,1.0,
minsum,MinSum,FedVRDP-style,0.2,0.6363,0.0,1,1.0,
minsum,MinSum,FedVRDP-style,0.3,0.4585,0.0,1,1.0,
minsum,MinSum,FedVRDP-style,0.4,0.3598,0.0,1,1.0,
minsum,MinSum,FedVRDP-style,0.49,0.3397,0.0,1,1.0,
minsum,MinSum,FedVRDP-style,0.6,0.2877,0.0,1,1.0,
minsum,MinSum,Krum,0.0,0.712,0.0,1,1.0,
minsum,MinSum,Krum,0.1,0.7016,0.0,1,1.0,
minsum,MinSum,Krum,0.2,0.7102,0.0,1,1.0,
minsum,MinSum,Krum,0.3,0.7137,0.0,1,1.0,
minsum,MinSum,Krum,0.4,0.1146,0.0,1,1.0,
minsum,MinSum,Krum,0.49,0.1,0.0,1,1.0,
minsum,MinSum,Krum,0.6,0.1,0.0,1,1.0,
minsum,MinSum,Median,0.0,0.7698,0.0,1,1.0,
minsum,MinSum,Median,0.1,0.7326,0.0,1,1.0,
minsum,MinSum,Median,0.2,0.6818,0.0,1,1.0,
minsum,MinSum,Median,0.3,0.516,0.0,1,1.0,
minsum,MinSum,Median,0.4,0.1993,0.0,1,1.0,
minsum,MinSum,Median,0.49,0.1279,0.0,1,1.0,
minsum,MinSum,Median,0.6,0.1,0.0,1,1.0,
minsum,MinSum,SparseFed-style,0.0,0.8037,0.0,1,1.0,
minsum,MinSum,SparseFed-style,0.1,0.742,0.0,1,1.0,
minsum,MinSum,SparseFed-style,0.2,0.7019,0.0,1,1.0,
minsum,MinSum,SparseFed-style,0.3,0.6086,0.0,1,1.0,
minsum,MinSum,SparseFed-style,0.4,0.4893,0.0,1,1.0,
minsum,MinSum,SparseFed-style,0.49,0.4455,0.0,1,1.0,
minsum,MinSum,SparseFed-style,0.6,0.165,0.0,1,1.0,
minsum,MinSum,TrimmedMean,0.0,0.805,0.0,1,1.0,
minsum,MinSum,TrimmedMean,0.1,0.7344,0.0,1,1.0,
minsum,MinSum,TrimmedMean,0.2,0.6382,0.0,1,1.0,
minsum,MinSum,TrimmedMean,0.3,0.5557,0.0,1,1.0,
minsum,MinSum,TrimmedMean,0.4,0.1894,0.0,1,1.0,
minsum,MinSum,TrimmedMean,0.49,0.1452,0.0,1,1.0,
minsum,MinSum,TrimmedMean,0.6,0.1,0.0,1,1.0,
sf,SF,AG-PTR,0.0,0.7728,0.0,1,0.9444444444444444,
sf,SF,AG-PTR,0.1,0.7605,0.0,1,0.9388888888888888,
sf,SF,AG-PTR,0.2,0.7408,0.0,1,0.8555555555555555,
sf,SF,AG-PTR,0.3,0.7629,0.0,1,0.6333333333333333,
sf,SF,AG-PTR,0.4,0.7382,0.0,1,0.3333333333333333,
sf,SF,AG-PTR,0.49,0.6524,0.0,1,0.1333333333333333,
sf,SF,AG-PTR,0.6,0.0427,0.0,1,0.0,
sf,SF,AnchoredClip-NoGate,0.0,0.8007,0.0,1,1.0,
sf,SF,AnchoredClip-NoGate,0.1,0.7682,0.0,1,1.0,
sf,SF,AnchoredClip-NoGate,0.2,0.6824,0.0,1,1.0,
sf,SF,AnchoredClip-NoGate,0.3,0.5548,0.0,1,1.0,
sf,SF,AnchoredClip-NoGate,0.4,0.4629,0.0,1,1.0,
sf,SF,AnchoredClip-NoGate,0.49,0.3246,0.0,1,1.0,
sf,SF,AnchoredClip-NoGate,0.6,0.1,0.0,1,1.0,
sf,SF,DP-FedAvg,0.0,0.7087,0.0,1,1.0,
sf,SF,DP-FedAvg,0.1,0.616,0.0,1,1.0,
sf,SF,DP-FedAvg,0.2,0.4955,0.0,1,1.0,
sf,SF,DP-FedAvg,0.3,0.4183,0.0,1,1.0,
sf,SF,DP-FedAvg,0.4,0.2268,0.0,1,1.0,
sf,SF,DP-FedAvg,0.49,0.1007,0.0,1,1.0,
sf,SF,DP-FedAvg,0.6,0.1,0.0,1,1.0,
sf,SF,DP-FedAvg+Public,0.0,0.7193,0.0,1,,
sf,SF,DP-FedAvg+Public,0.1,0.6628,0.0,1,,
sf,SF,DP-FedAvg+Public,0.2,0.5408,0.0,1,,
sf,SF,DP-FedAvg+Public,0.3,0.3696,0.0,1,,
sf,SF,DP-FedAvg+Public,0.4,0.3518,0.0,1,,
sf,SF,DP-FedAvg+Public,0.49,0.3438,0.0,1,,
sf,SF,DP-FedAvg+Public,0.6,0.1565,0.0,1,,
sf,SF,FLTrust,0.0,0.7505,0.0,1,,
sf,SF,FLTrust,0.1,0.7472,0.0,1,,
sf,SF,FLTrust,0.2,0.7452,0.0,1,,
sf,SF,FLTrust,0.3,0.7439,0.0,1,,
sf,SF,FLTrust,0.4,0.7476,0.0,1,,
sf,SF,FLTrust,0.49,0.7428,0.0,1,,
sf,SF,FLTrust,0.6,0.7409,0.0,1,,
sf,SF,FedVRDP,0.0,0.7739,0.0,1,1.0,
sf,SF,FedVRDP,0.1,0.6429,0.0,1,1.0,
sf,SF,FedVRDP,0.2,0.2844,0.0,1,1.0,
sf,SF,FedVRDP,0.3,0.2786,0.0,1,1.0,
sf,SF,FedVRDP,0.4,0.1649,0.0,1,1.0,
sf,SF,FedVRDP,0.49,0.096,0.0,1,1.0,
sf,SF,FedVRDP,0.6,0.1,0.0,1,1.0,
sf,SF,FedVRDP-10ep,0.0,0.835,0.0,1,1.0,
sf,SF,FedVRDP-10ep,0.1,0.7605,0.0,1,1.0,
sf,SF,FedVRDP-10ep,0.2,0.6083,0.0,1,1.0,
sf,SF,FedVRDP-10ep,0.3,0.5035,0.0,1,1.0,
sf,SF,FedVRDP-10ep,0.4,0.3331,0.0,1,1.0,
sf,SF,FedVRDP-10ep,0.49,0.1,0.0,1,1.0,
sf,SF,FedVRDP-10ep,0.6,0.1,0.0,1,1.0,
sf,SF,FedVRDP-style,0.0,0.7542,0.0,1,1.0,
sf,SF,FedVRDP-style,0.1,0.3658,0.0,1,1.0,
sf,SF,FedVRDP-style,0.2,0.1943,0.0,1,1.0,
sf,SF,FedVRDP-style,0.3,0.1001,0.0,1,1.0,
sf,SF,FedVRDP-style,0.4,0.1004,0.0,1,1.0,
sf,SF,FedVRDP-style,0.49,0.0969,0.0,1,1.0,
sf,SF,FedVRDP-style,0.6,0.1,0.0,1,1.0,
sf,SF,Krum,0.0,0.712,0.0,1,1.0,
sf,SF,Krum,0.1,0.7037,0.0,1,1.0,
sf,SF,Krum,0.2,0.7058,0.0,1,1.0,
sf,SF,Krum,0.3,0.7279,0.0,1,1.0,
sf,SF,Krum,0.4,0.727,0.0,1,1.0,
sf,SF,Krum,0.49,0.1,0.0,1,1.0,
sf,SF,Krum,0.6,0.1,0.0,1,1.0,
sf,SF,Median,0.0,0.7698,0.0,1,1.0,
sf,SF,Median,0.1,0.7326,0.0,1,1.0,
sf,SF,Median,0.2,0.6818,0.0,1,1.0,
sf,SF,Median,0.3,0.516,0.0,1,1.0,
sf,SF,Median,0.4,0.2022,0.0,1,1.0,
sf,SF,Median,0.49,0.2366,0.0,1,1.0,
sf,SF,Median,0.6,0.1,0.0,1,1.0,
sf,SF,SparseFed-style,0.0,0.8037,0.0,1,1.0,
sf,SF,SparseFed-style,0.1,0.6724,0.0,1,1.0,
sf,SF,SparseFed-style,0.2,0.1086,0.0,1,1.0,
sf,SF,SparseFed-style,0.3,0.0142,0.0,1,1.0,
sf,SF,SparseFed-style,0.4,0.0274,0.0,1,1.0,
sf,SF,SparseFed-style,0.49,0.1933,0.0,1,1.0,
sf,SF,SparseFed-style,0.6,0.1,0.0,1,1.0,
sf,SF,TrimmedMean,0.0,0.805,0.0,1,1.0,
sf,SF,TrimmedMean,0.1,0.7329,0.0,1,1.0,
sf,SF,TrimmedMean,0.2,0.619,0.0,1,1.0,
sf,SF,TrimmedMean,0.3,0.5653,0.0,1,1.0,
sf,SF,TrimmedMean,0.4,0.1961,0.0,1,1.0,
sf,SF,TrimmedMean,0.49,0.131,0.0,1,1.0,
sf,SF,TrimmedMean,0.6,0.1,0.0,1,1.0,
